fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	learning_rate	seed	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240512 120654	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.479488107338135	43	4892	9493	59395902.5487256	190
20240512 120838	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	16	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.400867440373923	41	4819	14367	54864277.3613193	191
20240512 121028	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	8	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.4916568568216	49	5192	14248	53657799.1004498	192
20240512 121215	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	8	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.421727125464297	43	4947	13632	53912455.7721139	193
20240512 121358	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.415754411148144	42	4919	12166	54448266.8665667	194
20240512 121548	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.474122211674978	49	4922	12792	53302020.9895052	195
20240512 121738	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	20	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.4476370764002	50	5086	12092	53870866.5667166	196
20240512 121925	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	14	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.436183622369262	40	5189	13855	55993860.5697151	197
20240512 122112	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.46692746604225	48	5060	13466	50442059.970015	198
20240512 122309	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.479488107338135	43	4892	9493	59395902.5487256	199
20240512 122501	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.479488107338135	43	4892	9493	59395902.5487256	200
20240512 122653	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.479488107338135	43	4892	9493	59395902.5487256	201
20240512 122847	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.479488107338135	43	4892	9493	59395902.5487256	202
20240512 123043	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.454644117181603	42	5026	10659	53663299.850075	203
20240512 123236	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.479488107338135	43	4892	9493	59395902.5487256	204
20240512 123425	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.444466761679199	48	5196	12188	51254110.9445277	205
20240512 123615	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.471929929965019	46	4818	11892	54738512.7436282	206
20240512 123809	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.479488107338135	43	4892	9493	59395902.5487256	207
20240512 124000	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	11	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.479143141783372	50	5149	13313	56933383.808096	208
20240512 124153	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.479488107338135	43	4892	9493	59395902.5487256	209
20240512 124343	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	10	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.461257930167054	45	5072	11854	55980188.9055472	210
20240512 124527	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.408211565738033	48	5087	11600	50902188.9055472	211
20240512 124719	1068	271298	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	11	1	1	1	FALSE	1	0.1	50	0.5	FALSE	1	101197	0.480466619807169	41	4806	11738	57218623.6881559	212
