fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	num_threads	seed	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240507 021112	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	26	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.243647657140258	0.475732717319353	0.305368452340114	0.472434609245136	0.600818273348315	1273	843	12696	46590020.9895052	17
20240507 021223	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	63	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.835917195062267	0.577244296366206	0.741055483017675	0.155092656276369	0.744049676415787	917	1172	10909	60812070.4647676	18
20240507 021321	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	66	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.536199239851178	0.820564469839508	0.431333364433921	0.289760665346454	0.758044108955064	1874	1859	13744	56601343.3283358	19
20240507 021506	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	74	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.155184175897262	0.877503398481389	0.206488412340808	0.168480125027445	0.859193639889158	1805	571	11688	59745835.0824588	20
20240507 021641	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	341	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.323639302541729	0.261456825194386	0.223152322645092	0.100010967947841	0.633987409980225	1560	1666	14745	61008058.4707646	21
20240507 021909	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	95	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.868125309681734	0.160753275376105	0.791038787822388	0.0704049224113635	0.566109193164821	746	229	13381	58576820.089955	22
20240507 022026	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	66	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.872273853721587	0.156020249079297	0.169452759966893	0.301082273324745	0.782411858805045	504	906	11747	56567635.6821589	23
20240507 022117	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	277	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.759883769687756	0.859057340464538	0.899990402228133	0.430465119721309	0.792838798522327	91	103	13598	44560482.7586207	24
20240507 022155	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	72	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.446285542067132	0.224545523914717	0.86671817040409	0.497180810013346	0.89659613655095	821	1460	11393	46404808.095952	25
20240507 022348	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	97	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.752588837978608	0.783496027146141	0.464570226108331	0.26507122000675	0.523213016600952	1917	328	11426	55779811.0944528	26
20240507 022509	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	142	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.214924524935033	0.642908297461673	0.557505689279585	0.324363850824344	0.555773458171042	246	1935	11712	58762770.6146927	27
20240507 022800	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	341	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.598996235754159	0.353638226788267	0.479075895959462	0.0270304248056673	0.881828683815716	2026	647	12286	62470935.5322339	28
20240507 023027	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	564	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.638701705518272	0.575841030768067	0.13965058459837	0.0394726011646372	0.820827104523539	1499	1262	10991	61754016.4917541	29
20240507 023552	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1598	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.489194275574894	0.380596766791555	0.459114972029781	0.0125892467750924	0.864193380306062	924	1133	13480	61758020.9895052	30
20240507 023727	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	228	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.706037471450599	0.621356042270689	0.196626985138703	0.0987896192139216	0.899859796568327	687	1172	12244	60856785.6071964	31
20240507 024300	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1465	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.571992500202081	0.619428909841858	0.468179953816261	0.022082051317527	0.579745003021941	2040	1004	11420	61535202.3988006	32
20240507 024711	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	908	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.753233473897811	0.872528613414518	0.61131227434542	0.0234487878899398	0.892729984886286	1091	836	12735	62289152.9235382	33
20240507 025007	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1035	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.673190085898244	0.733698312187882	0.650643300703542	0.0298314964619711	0.890273279555457	803	1997	12218	62673556.2218891	34
20240507 025329	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	545	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.365424069279763	0.657625558974534	0.739289531572923	0.0325783651765196	0.888979627011079	1861	1167	10973	62423968.5157421	35
20240507 025604	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	714	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.752266702622718	0.532025575122022	0.548171529691614	0.0270159172100298	0.88155074030768	1856	1641	11397	62453077.9610195	36
20240507 025926	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1164	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.439603763015976	0.878547707671204	0.409703091735074	0.0270701055615641	0.855349407469872	917	1684	11744	62582092.9535232	37
20240507 030122	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	285	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.590224626088206	0.449447447437484	0.632838767456482	0.0683638047516336	0.8889333139184	2043	1026	10658	61238773.6131934	38
20240507 030458	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1295	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.696332338115439	0.849728809346329	0.47834736558254	0.0216787919521376	0.870330096744738	130	1906	11313	62712874.0629685	39
20240507 030926	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1122	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.516985345545332	0.691009662602778	0.726627462386538	0.0243417216270115	0.832186586636563	374	1651	11127	62309374.8125937	40
20240507 031158	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	684	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.701956575506609	0.8174385873441	0.387990703249836	0.0226777116602597	0.875874814413847	581	1696	11848	62361367.3163418	41
20240507 031232	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	84	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.578347713267109	0.72358893224575	0.389716302530113	0.0356967503201669	0.830288283258099	8	1962	15100	55404407.796102	42
20240507 031854	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2338	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.723089436950898	0.885958200317709	0.676026817520679	0.0113835710653791	0.854236042448354	1049	1520	11742	62248242.8785607	43
20240507 032246	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1165	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.661166277255957	0.821024393367819	0.603242680912224	0.0211952080258222	0.896904241667198	1179	1379	13220	62391154.4227886	44
20240507 032652	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1315	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.736552672019636	0.816530707045505	0.668830552957047	0.0189002902304255	0.775668242393567	820	1402	10836	61584473.7631184	45
20240507 033105	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1539	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.778816460132753	0.854311927058118	0.706748376949469	0.0152039971918346	0.895878589604037	1115	1825	10918	62292776.6116941	46
20240507 033342	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	379	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.407019112659892	0.660404102229913	0.40842053032808	0.0420809810758466	0.784945559876832	1583	761	11544	61039364.3178411	47
20240507 033714	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1197	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.71738991059744	0.449288874341911	0.716118803183842	0.022949542647329	0.896425460569828	1028	1682	12041	62107464.7676162	48
20240507 034026	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1039	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.317950276074938	0.836559237016971	0.624329327289549	0.0220448532504211	0.899677890679236	1434	1689	10818	62132686.6566717	49
20240507 034416	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1379	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.783626709684864	0.877174324810716	0.599761557243128	0.0246252331568268	0.898634467360835	824	1681	11304	61852677.6611694	50
20240507 034716	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	727	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.589211716079358	0.684379873241209	0.326272258857003	0.0206637635706756	0.899771514610657	1839	1327	10248	62382476.7616192	51
20240507 035017	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	852	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.490624058280522	0.603386097366865	0.490442054244023	0.0232868911208483	0.895989780819553	1189	1526	11093	62582049.4752624	52
20240507 035345	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	819	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.498621575378436	0.772972320084843	0.558934033547626	0.0177683530640734	0.89862022454356	765	1100	10840	61895832.083958	53
20240507 035758	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1343	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.567101104610248	0.592797696901734	0.518128378670543	0.0104269060242853	0.870080823994252	1034	1721	11865	62686259.3703148	54
20240507 040511	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2947	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.65243555142282	0.710718269601692	0.431217815684121	0.010683141885598	0.87743513903774	1551	1869	10971	62421212.8935532	55
20240507 040931	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1450	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.425760885540244	0.374395930270556	0.496807905060238	0.0237737727339241	0.842057915256268	1778	1464	11981	61523146.9265367	56
20240507 041405	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1107	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.833717976261942	0.624767862747578	0.61567635336932	0.0196245118957402	0.899283964457954	1920	933	11685	62415344.8275862	57
20240507 041808	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	494	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.697026462288855	0.693426653557857	0.402180346649572	0.0302208488834329	0.859726437855711	1372	449	11818	61844290.8545727	58
20240507 042122	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	791	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.703764960891155	0.762865516695807	0.455740695557031	0.02464616550047	0.884859101867235	1592	1130	13834	61866875.5622189	59
20240507 042627	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	932	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.726951219876396	0.747735121910686	0.777663598620547	0.0260754413425559	0.85022651197103	2035	594	11475	62317308.8455772	60
20240507 043024	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	628	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.857840534814496	0.47637083239845	0.517882258858734	0.0231946661877785	0.711493821213005	1791	601	13245	62447368.8155922	61
20240507 043314	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	354	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.84032776430447	0.510173054471083	0.323349021475352	0.0694157213986056	0.827149931168282	1902	559	13577	61219224.8875562	62
20240507 043656	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1204	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.406408432070224	0.683882851751885	0.794708707696749	0.0113111460058025	0.895647224840182	1047	1884	11053	62341209.8950525	63
20240507 044100	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1361	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.713217188473759	0.680831570332373	0.247640897385565	0.0166573339883507	0.895004408615227	992	1556	11937	62370949.0254873	64
20240507 044844	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1630	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.552426380894732	0.445024299347141	0.683677861195878	0.0112996857918871	0.877992829887634	1614	618	12439	62187107.946027	65
20240507 045055	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	177	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.709955459359096	0.333025569568962	0.100934625251896	0.141580466158154	0.704210667434744	1073	547	11525	58166049.4752624	66
20240507 045810	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3043	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.691128821608668	0.872879269627719	0.609214707324369	0.0101476672245897	0.898924437103723	858	1881	11165	62534685.1574213	67
20240507 050416	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1046	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.625717158546345	0.721858577532858	0.399929674871001	0.0192806627415365	0.582454274338222	2039	502	12704	61890098.9505247	68
20240507 051112	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2648	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.534008974650686	0.746023802700785	0.511309066952086	0.0113375094662328	0.898676236110475	709	1616	11421	62817959.5202399	69
20240507 051530	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	304	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.263077365884336	0.89860374010884	0.119186947674558	0.0847477613960364	0.678339256214595	1783	1314	11824	61709229.3853073	70
20240507 052230	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2260	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.582111236155699	0.848324449452466	0.701178993877869	0.0113343912241137	0.899789724584188	499	1204	12045	62256064.4677661	71
20240507 052913	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2555	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.527687864186459	0.757303726306031	0.518585771929375	0.011023862580067	0.897257446921446	677	1609	11763	62661284.8575712	72
20240507 053445	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	687	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.789187062965423	0.490933409952914	0.100059561598296	0.0251805949942846	0.760899447120425	2014	372	11716	61458236.8815592	73
20240507 053835	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1171	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.315751957106617	0.769814793786107	0.454665591960469	0.0216775563345292	0.899041440931381	606	1343	13348	61813811.0944528	74
20240507 054553	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1858	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.620077085190534	0.543838126681141	0.842591786928669	0.0114309404558923	0.853025419731934	1955	832	11844	62238134.9325337	75
20240507 054952	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1359	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.55552346650563	0.760457604499318	0.375701446966968	0.0230419960698845	0.673107472483757	1764	1615	11184	62262812.5937032	76
20240507 055132	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	305	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.650766086948429	0.763721282331974	0.397879627934404	0.0710737950436195	0.868764970144031	1985	1560	12552	60984599.7001499	77
20240507 055726	1067	300633	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2247	TRUE	1	0.1	50	0.5	FALSE	20	101197	0.639473311527082	0.705997002215093	0.497706720758857	0.0141513878731148	0.784900433998664	954	1641	11591	62604931.0344828	78
